employee_id,age,gender,department,job_role,education,years_experience,monthly_salary,training_hours,attendance_percent,projects_completed,overtime_hours,satisfaction_score,work_life_balance,manager_rating,last_promotion_years,remote_days_per_month,skill_score,performance_score,performance_label,attrition_risk
EMP0378,36,Female,Sales,Business Associate,Graduate,13,91664,28.0,89.0,7,0,7.0,6,4.4,4,10,63,87.9,High Performer,5.0
EMP0379,33,Female,Operations,Process Analyst,Graduate,11,86585,41.0,79.4,3,18,3.0,6,3.6,3,5,70,64.9,Average Performer,8.1
EMP0380,32,Female,Operations,Process Analyst,Graduate,5,81935,48.0,86.3,5,11,6.0,5,4.4,4,4,78,80.8,High Performer,6.0
EMP0381,40,Male,Support,Customer Support,Graduate,16,60000,21.0,89.6,8,29,8.0,6,3.5,4,3,75,69.5,Average Performer,11.8
EMP0382,45,Male,Marketing,Content Strategist,Postgraduate,21,114491,27.0,86.1,9,10,6.0,4,3.6,2,4,82,90.8,High Performer,5.6
EMP0383,28,Female,Operations,Operations Manager,Graduate,3,67735,24.0,90.6,4,0,8.0,5,2.9,1,7,86,79.3,High Performer,5.0
EMP0384,48,Male,Operations,Operations Associate,Postgraduate,24,87523,32.0,85.7,8,10,8.0,6,2.9,2,8,68,79.2,High Performer,7.5
EMP0385,24,Female,Marketing,Marketing Manager,Graduate,0,86273,40.0,80.9,2,10,6.0,3,4.1,1,11,89,70.3,Average Performer,5.1
EMP0386,25,Female,Engineering,Software Engineer,Postgraduate,3,79027,28.0,88.0,8,6,10.0,4,4.6,1,5,63,91.3,High Performer,5.0
EMP0387,24,Male,Engineering,Team Lead,Graduate,0,63101,20.0,87.4,6,0,6.0,9,4.3,1,0,73,70.1,Average Performer,5.0
EMP0388,53,Female,Engineering,QA Engineer,Diploma,29,146293,30.0,81.8,11,20,10.0,8,3.1,1,0,98,98.0,High Performer,8.6
EMP0389,53,Female,Operations,Operations Manager,Postgraduate,26,132928,33.0,87.8,11,12,5.0,7,3.5,3,4,69,95.4,High Performer,8.2
EMP0390,31,Male,Finance,Accountant,Postgraduate,6,80754,26.0,100.0,6,29,4.0,7,4.9,3,4,57,70.9,Average Performer,8.7
EMP0391,43,Male,Support,Support Lead,Graduate,18,81150,52.0,87.8,5,0,5.0,4,3.1,4,4,83,80.6,High Performer,5.0
EMP0392,51,Female,Finance,Finance Manager,MBA,27,155741,28.0,96.3,9,19,,6,4.3,1,9,79,98.0,High Performer,5.1
EMP0393,43,Female,Marketing,SEO Analyst,Graduate,17,106839,35.0,86.3,8,4,10.0,8,3.7,5,0,47,90.6,High Performer,5.0
EMP0394,22,Male,Finance,Financial Analyst,Graduate,0,74795,34.0,92.1,4,26,,9,2.9,4,5,64,63.4,Average Performer,8.2
EMP0395,57,Female,Support,Service Associate,Postgraduate,31,123875,56.0,89.9,7,10,7.0,5,4.7,7,7,86,92.5,High Performer,7.4
EMP0396,29,Female,Support,Service Associate,Postgraduate,2,56762,16.0,96.5,6,24,6.0,6,2.7,4,2,63,58.5,Average Performer,8.5
EMP0397,27,Female,Operations,Operations Manager,Graduate,0,61948,32.0,83.8,5,22,5.0,6,2.5,4,5,57,54.6,Needs Improvement,5.6
EMP0398,51,Female,HR,Recruiter,Diploma,30,124202,39.0,85.0,12,4,7.0,6,5.0,4,3,94,98.0,High Performer,5.0
EMP0399,49,Male,Operations,Process Analyst,Graduate,22,131847,16.0,88.8,11,13,5.0,4,3.3,1,6,64,83.3,High Performer,5.6
EMP0400,42,Male,Support,Support Lead,Postgraduate,18,88426,,89.5,6,0,5.0,7,3.6,5,13,87,92.0,High Performer,5.0
EMP0401,52,Male,HR,HR Manager,Graduate,29,130003,29.0,93.7,8,12,2.0,9,3.3,3,11,89,87.4,High Performer,5.0
EMP0402,27,Male,Operations,Operations Associate,MBA,5,58476,30.0,98.7,2,19,7.0,10,2.4,5,3,65,56.1,Average Performer,5.0
EMP0403,50,Male,Finance,Accountant,Graduate,30,138666,38.0,88.3,10,20,,6,2.8,3,7,68,86.2,High Performer,5.0
EMP0404,52,Female,Sales,Account Manager,Postgraduate,29,115543,29.0,88.9,6,8,6.0,6,3.6,1,11,91,87.3,High Performer,5.0
EMP0405,47,Female,Support,Customer Support,Graduate,21,103002,51.0,97.7,9,11,7.0,6,4.7,3,4,75,91.6,High Performer,5.2
EMP0406,54,Female,Engineering,QA Engineer,Postgraduate,29,161302,8.0,100.0,9,15,8.0,8,3.7,4,8,98,98.0,High Performer,8.9
EMP0407,35,Female,Engineering,QA Engineer,MBA,9,97821,46.0,85.9,8,11,9.0,7,4.2,0,5,78,96.3,High Performer,5.4
EMP0408,40,Male,Finance,Accountant,MBA,16,117072,29.0,84.5,9,25,8.0,6,4.1,4,5,69,79.9,High Performer,9.5
EMP0409,54,Male,Marketing,Content Strategist,MBA,29,141464,48.0,82.1,10,12,7.0,8,2.6,4,10,83,93.0,High Performer,5.4
EMP0410,34,Male,Support,Service Associate,Graduate,8,81883,48.0,91.1,3,12,7.0,4,3.2,0,8,74,66.2,Average Performer,5.1
EMP0411,39,Female,Operations,Operations Manager,Graduate,17,96041,34.0,90.9,8,10,6.0,10,3.0,1,19,83,77.0,High Performer,5.9
EMP0412,48,Male,Engineering,QA Engineer,Graduate,28,164309,40.0,95.8,11,9,8.0,8,3.6,6,9,87,98.0,High Performer,5.0
EMP0413,26,Female,HR,HR Executive,Postgraduate,1,60755,43.0,94.0,6,1,10.0,6,3.4,2,4,87,98.0,High Performer,5.0
EMP0414,51,Female,Sales,Account Manager,Graduate,26,131057,28.0,91.5,10,19,5.0,8,2.9,1,3,70,85.4,High Performer,5.1
EMP0415,51,Female,Finance,Financial Analyst,Graduate,29,152495,44.0,94.4,11,14,6.0,5,4.4,4,3,85,98.0,High Performer,5.0
EMP0416,29,Male,Sales,Business Associate,Graduate,9,65734,29.0,89.5,5,19,6.0,7,3.4,1,6,58,70.2,Average Performer,5.0
EMP0417,49,Male,Engineering,Team Lead,Graduate,27,147071,48.0,100.0,10,30,,8,2.8,3,0,70,87.0,High Performer,7.2
EMP0418,33,Male,Engineering,QA Engineer,Diploma,9,91809,22.0,89.4,7,11,10.0,5,4.5,1,6,87,98.0,High Performer,5.0
EMP0419,45,Male,Engineering,QA Engineer,Graduate,19,129891,56.0,92.8,10,20,4.0,7,2.8,1,14,76,78.5,High Performer,10.0
EMP0420,43,Female,Engineering,QA Engineer,Diploma,16,96260,40.0,87.6,12,8,,9,2.9,2,7,67,96.7,High Performer,5.0
EMP0421,40,Male,Support,Service Associate,Postgraduate,18,87814,27.0,89.3,8,10,7.0,3,3.0,2,2,98,86.0,High Performer,5.0
EMP0422,24,Female,Engineering,Team Lead,Postgraduate,0,63755,30.0,74.6,3,27,8.0,9,,4,4,55,69.7,Average Performer,8.5
EMP0423,46,Female,Operations,Process Analyst,Graduate,19,127860,21.0,87.1,6,2,8.0,6,3.5,4,0,94,91.1,High Performer,5.0
EMP0424,48,Male,Sales,Business Associate,Postgraduate,21,115185,36.0,83.8,9,10,4.0,7,3.1,2,4,95,84.5,High Performer,5.1
EMP0425,32,Male,Marketing,Marketing Manager,Postgraduate,7,89774,17.0,84.7,6,7,5.0,3,2.6,2,5,62,65.3,Average Performer,5.0
EMP0426,26,Female,Support,Customer Support,Diploma,1,35675,32.0,82.6,5,7,7.0,4,3.5,4,9,59,70.2,Average Performer,5.0
EMP0427,44,Male,Support,Support Lead,Graduate,22,82308,27.0,73.4,9,21,5.0,5,4.1,0,0,78,72.6,Average Performer,7.0
EMP0428,46,Female,Support,Service Associate,Graduate,20,102404,36.0,81.3,10,11,6.0,8,,5,11,89,80.5,High Performer,5.0
EMP0429,26,Male,Engineering,QA Engineer,Graduate,0,69910,40.0,83.3,5,23,7.0,8,4.3,3,0,54,73.0,Average Performer,5.0
EMP0430,48,Male,Engineering,Data Analyst,Graduate,21,119778,33.0,92.1,8,23,5.0,7,3.8,2,9,82,86.0,High Performer,8.6
EMP0431,41,Male,Engineering,Data Analyst,Diploma,15,100224,36.0,75.8,6,22,6.0,7,1.4,2,7,82,72.3,Average Performer,7.1
EMP0432,42,Other,Sales,Business Associate,Diploma,15,77325,20.0,99.1,7,15,6.0,3,4.2,0,3,76,81.8,High Performer,5.0
EMP0433,43,Female,Sales,Sales Executive,MBA,21,99936,37.0,90.9,11,12,8.0,6,3.8,0,0,85,98.0,High Performer,5.0
EMP0434,31,Female,HR,HR Executive,Graduate,10,90135,54.0,88.1,5,0,9.0,7,3.8,8,7,58,87.1,High Performer,5.0
EMP0435,45,Female,Engineering,Team Lead,Graduate,19,126086,31.0,94.5,10,16,,7,4.0,4,6,76,98.0,High Performer,5.0
EMP0436,22,Male,Marketing,Content Strategist,MBA,0,60753,28.0,81.3,4,16,9.0,7,1.7,4,3,73,66.0,Average Performer,5.0
EMP0437,22,Other,Marketing,SEO Analyst,Graduate,0,76278,42.0,79.3,8,9,8.0,5,2.7,6,2,81,79.5,High Performer,5.0
EMP0438,54,Male,Finance,Finance Manager,Graduate,33,147754,45.0,91.5,7,21,6.0,5,4.0,2,1,98,94.7,High Performer,7.1
EMP0439,29,Male,Sales,Account Manager,Graduate,4,87921,43.0,88.5,10,20,6.0,6,3.7,1,6,74,70.1,Average Performer,6.6
EMP0440,35,Male,Marketing,Marketing Manager,Graduate,8,79218,45.0,89.7,11,19,6.0,7,3.3,4,0,62,81.0,High Performer,9.3
EMP0441,34,Male,Marketing,Content Strategist,Postgraduate,12,76647,33.0,89.6,9,9,5.0,6,3.5,3,2,86,81.2,High Performer,5.0
EMP0442,54,Male,Finance,Financial Analyst,Graduate,31,158613,59.0,91.3,13,23,5.0,6,,2,3,81,88.5,High Performer,7.6
EMP0443,31,Female,Engineering,Team Lead,Postgraduate,5,90428,40.0,91.5,4,16,6.0,4,4.0,4,9,63,79.0,High Performer,5.0
EMP0444,24,Female,Marketing,SEO Analyst,Diploma,0,61377,35.0,87.5,10,3,5.0,5,3.1,4,11,59,72.9,Average Performer,5.0
EMP0445,51,Other,Marketing,Marketing Manager,Graduate,31,144547,40.0,77.6,9,28,6.0,9,4.0,1,4,85,80.3,High Performer,7.3
EMP0446,24,Female,Operations,Process Analyst,Graduate,3,67192,40.0,86.4,7,0,7.0,2,3.3,4,8,54,71.8,Average Performer,5.0
EMP0447,46,Female,Sales,Sales Executive,Postgraduate,25,128237,30.0,93.2,10,9,3.0,7,2.8,1,7,98,86.2,High Performer,6.1
EMP0448,47,Male,Support,Service Associate,Graduate,26,108514,31.0,96.4,9,4,10.0,4,3.5,3,7,81,98.0,High Performer,5.0
EMP0449,56,Female,Operations,Process Analyst,Graduate,33,138242,28.0,80.7,10,10,9.0,4,3.1,1,11,77,98.0,High Performer,5.1
EMP0450,39,Male,Engineering,Team Lead,Graduate,16,99872,38.0,90.7,9,18,5.0,5,4.0,1,0,85,80.7,High Performer,7.7
EMP0451,22,Male,Sales,Sales Executive,MBA,0,49254,,94.0,5,24,6.0,10,5.0,3,8,82,67.4,Average Performer,5.5
EMP0452,27,Female,Sales,Sales Executive,Graduate,3,40867,31.0,85.5,8,22,8.0,7,2.5,4,8,84,84.3,High Performer,5.0
EMP0453,46,Male,Finance,Accountant,Postgraduate,19,129831,20.0,83.8,6,10,4.0,6,3.4,1,9,78,80.6,High Performer,5.0
EMP0454,38,Other,Engineering,Data Analyst,Graduate,15,107563,40.0,85.1,10,8,8.0,6,,0,0,69,91.3,High Performer,5.0
EMP0455,26,Female,Finance,Finance Manager,Diploma,2,94804,25.0,82.1,8,12,10.0,5,4.1,4,3,60,88.3,High Performer,5.0
EMP0456,38,Male,Engineering,Team Lead,Postgraduate,13,104358,32.0,79.9,5,9,5.0,7,3.9,7,5,89,74.5,Average Performer,5.0
EMP0457,48,Male,Sales,Business Associate,Postgraduate,26,147832,27.0,80.2,12,7,8.0,5,3.1,3,8,92,98.0,High Performer,5.0
EMP0458,24,Female,Finance,Accountant,MBA,4,87190,34.0,87.5,9,1,9.0,6,3.7,2,0,68,95.0,High Performer,5.0
EMP0459,44,Female,Support,Customer Support,MBA,22,122124,22.0,88.9,10,6,9.0,6,3.8,2,8,98,98.0,High Performer,5.5
EMP0460,30,Female,Marketing,Marketing Manager,Postgraduate,6,82565,34.0,84.9,7,15,6.0,6,3.4,2,6,63,85.6,High Performer,5.0
EMP0461,46,Male,Operations,Operations Associate,Graduate,19,110480,38.0,97.4,11,9,7.0,3,3.6,1,5,59,92.3,High Performer,5.0
EMP0462,32,Other,Marketing,Marketing Manager,Graduate,5,84555,47.0,99.4,4,27,4.0,8,3.2,1,8,82,68.7,Average Performer,10.1
EMP0463,47,Male,Engineering,Team Lead,Diploma,26,150113,14.0,89.2,6,16,9.0,5,3.6,4,0,77,91.7,High Performer,5.0
EMP0464,23,Female,Sales,Sales Executive,Graduate,0,72586,36.0,93.3,5,15,5.0,8,4.6,5,4,56,74.9,Average Performer,7.3
EMP0465,55,Male,Operations,Process Analyst,Diploma,28,146546,53.0,94.3,6,15,10.0,5,3.5,5,8,98,98.0,High Performer,5.0
EMP0466,24,Male,HR,Recruiter,Graduate,0,70431,41.0,92.7,4,24,10.0,7,3.6,0,3,65,71.1,Average Performer,6.7
EMP0467,47,Male,Sales,Account Manager,Graduate,26,126411,13.0,94.3,12,0,5.0,6,4.0,2,2,92,97.9,High Performer,5.0
EMP0468,48,Female,Operations,Process Analyst,Graduate,26,136069,27.0,85.2,13,0,9.0,9,4.1,1,2,81,98.0,High Performer,5.0
EMP0469,46,Female,Engineering,Data Analyst,Graduate,24,153118,40.0,96.4,10,22,4.0,6,3.5,2,7,90,88.7,High Performer,7.9
EMP0470,48,Male,Operations,Operations Manager,Postgraduate,27,125175,,90.2,9,8,9.0,4,4.0,6,10,83,90.7,High Performer,5.0
EMP0471,41,Male,HR,Recruiter,Graduate,19,111322,19.0,85.9,8,12,10.0,7,2.4,3,8,77,80.8,High Performer,6.9
EMP0472,43,Female,HR,HR Executive,Postgraduate,19,125982,40.0,86.6,11,8,7.0,4,2.8,3,7,58,88.9,High Performer,5.0
EMP0473,28,Male,Operations,Operations Associate,MBA,6,90227,34.0,89.1,8,4,4.0,7,2.7,1,9,77,68.3,Average Performer,5.0
EMP0474,27,Male,Support,Support Lead,Postgraduate,5,69414,17.0,86.0,7,18,6.0,7,3.6,2,4,65,67.4,Average Performer,7.3
EMP0475,33,Male,Operations,Operations Manager,Graduate,13,94328,29.0,91.3,5,25,7.0,5,3.4,2,11,73,71.8,Average Performer,9.2
EMP0476,39,Male,Support,Customer Support,Postgraduate,14,88032,33.0,90.8,8,16,9.0,4,3.3,4,7,81,98.0,High Performer,6.2
EMP0477,32,Female,HR,HR Executive,Graduate,6,77881,38.0,88.7,5,12,8.0,8,2.8,4,3,77,76.3,High Performer,7.3
EMP0478,22,Male,Finance,Finance Manager,Diploma,1,71625,30.0,86.9,5,24,5.0,7,3.7,0,8,51,62.2,Average Performer,7.5
EMP0479,56,Male,Finance,Financial Analyst,Postgraduate,32,142713,39.0,92.9,4,32,7.0,7,3.4,0,8,80,82.7,High Performer,9.6
EMP0480,54,Male,Engineering,Data Analyst,Diploma,33,180000,60.0,99.8,14,13,9.0,6,2.4,5,10,87,98.0,High Performer,5.0
EMP0481,45,Male,Operations,Operations Manager,Postgraduate,23,100379,36.0,88.0,11,2,5.0,2,2.0,6,14,82,80.4,High Performer,5.0
EMP0482,51,Male,HR,Recruiter,MBA,26,116174,27.0,91.8,7,18,6.0,7,4.5,2,9,62,80.3,High Performer,6.5
EMP0483,35,Male,Operations,Process Analyst,Graduate,12,87445,37.0,91.1,11,18,9.0,6,3.0,2,1,81,87.6,High Performer,5.0
EMP0484,34,Female,Sales,Sales Executive,Postgraduate,7,93409,29.0,93.8,7,20,7.0,3,4.2,2,9,80,74.5,Average Performer,5.0
EMP0485,43,Female,Support,Customer Support,Postgraduate,22,110079,37.0,87.8,9,24,6.0,7,3.5,3,12,95,83.7,High Performer,8.5
EMP0486,28,Other,Finance,Financial Analyst,Graduate,8,98990,20.0,95.9,6,5,9.0,9,3.7,4,9,89,95.8,High Performer,5.0
EMP0487,28,Female,Engineering,Software Engineer,Postgraduate,3,79160,37.0,94.5,5,3,7.0,5,3.6,0,4,78,88.7,High Performer,5.0
EMP0488,35,Male,Engineering,Data Analyst,Postgraduate,14,103854,37.0,99.0,8,0,7.0,10,2.6,3,5,77,94.4,High Performer,5.0
EMP0489,33,Male,Finance,Accountant,Graduate,12,78194,37.0,100.0,8,20,6.0,6,4.2,6,11,84,84.3,High Performer,7.8
EMP0490,28,Female,Engineering,Software Engineer,Postgraduate,6,86496,16.0,89.8,6,3,6.0,6,3.1,4,0,47,72.8,Average Performer,5.0
EMP0491,57,Female,Support,Support Lead,Graduate,32,148612,30.0,89.7,16,12,8.0,7,4.0,3,6,88,98.0,High Performer,5.0
EMP0492,52,Male,Operations,Process Analyst,Graduate,28,119569,30.0,95.7,13,7,6.0,10,3.6,6,6,87,97.9,High Performer,5.6
EMP0493,25,Female,Finance,Financial Analyst,Postgraduate,0,64079,46.0,96.6,4,15,4.0,5,3.6,3,2,59,60.4,Average Performer,7.2
EMP0494,22,Female,Operations,Operations Associate,Postgraduate,1,40867,34.0,99.8,10,0,7.0,5,2.7,2,10,75,83.3,High Performer,5.0
EMP0495,39,Female,Finance,Accountant,Graduate,15,105802,31.0,90.1,9,15,6.0,7,4.1,1,5,90,83.1,High Performer,9.2
EMP0496,43,Male,Support,Service Associate,Graduate,16,83959,27.0,87.8,8,11,6.0,1,3.5,3,10,93,80.0,High Performer,6.1
EMP0497,42,Female,Engineering,QA Engineer,Postgraduate,18,136805,36.0,99.0,6,23,5.0,7,3.7,4,7,69,81.2,High Performer,11.8
EMP0498,28,Female,Operations,Operations Associate,Graduate,1,60926,40.0,87.3,5,13,9.0,6,2.6,0,6,55,64.3,Average Performer,5.3
EMP0499,25,Male,HR,Recruiter,Graduate,0,65256,5.0,88.6,7,10,7.0,8,3.6,5,10,66,68.9,Average Performer,5.0
EMP0500,31,Female,Engineering,Data Analyst,MBA,7,100850,50.0,89.8,12,16,4.0,5,3.2,4,2,68,79.4,High Performer,5.8
EMP0501,56,Male,Sales,Business Associate,Graduate,31,123132,17.0,82.7,10,24,5.0,5,3.3,4,4,80,73.0,Average Performer,7.4
EMP0502,31,Female,Operations,Operations Associate,Graduate,11,80477,51.0,98.4,7,0,10.0,7,3.3,4,8,90,98.0,High Performer,5.0
EMP0503,55,Female,HR,HR Executive,Graduate,30,131243,30.0,84.8,12,27,5.0,7,3.8,3,0,70,78.0,High Performer,5.0
EMP0504,49,Male,Marketing,SEO Analyst,Graduate,24,103113,33.0,100.0,7,21,6.0,6,4.4,2,3,98,90.9,High Performer,9.5
EMP0505,32,Male,Engineering,Software Engineer,Graduate,6,83934,33.0,87.3,9,12,4.0,3,2.3,4,1,75,71.0,Average Performer,5.5
EMP0506,51,Female,Engineering,Software Engineer,Graduate,30,155101,53.0,100.0,7,10,4.0,9,4.2,3,6,98,98.0,High Performer,7.2
EMP0507,23,Male,Marketing,Content Strategist,Postgraduate,0,60785,47.0,100.0,4,11,7.0,7,3.1,6,7,74,84.2,High Performer,5.0
EMP0508,23,Female,Operations,Process Analyst,Graduate,0,68974,39.0,88.3,5,20,4.0,7,4.0,0,8,47,57.8,Average Performer,5.4
EMP0509,33,Female,Marketing,SEO Analyst,Graduate,13,79444,40.0,78.1,5,8,8.0,9,4.3,2,0,80,95.2,High Performer,5.4
EMP0510,39,Female,Support,Customer Support,MBA,16,72999,20.0,95.7,7,3,9.0,7,3.2,0,14,77,98.0,High Performer,5.0
EMP0511,34,Female,Engineering,Team Lead,Graduate,8,101597,32.0,83.8,7,1,6.0,5,3.2,2,1,91,89.3,High Performer,5.3
EMP0512,29,Female,Sales,Business Associate,Diploma,5,72360,42.0,82.6,8,19,9.0,8,4.4,2,2,96,82.5,High Performer,5.0
EMP0513,52,Male,HR,Recruiter,Postgraduate,31,129505,11.0,94.7,6,2,7.0,8,3.4,4,8,84,87.5,High Performer,5.0
EMP0514,26,Male,HR,HR Executive,Graduate,2,71284,33.0,87.1,5,7,8.0,4,2.8,2,12,81,68.8,Average Performer,5.4
EMP0515,34,Other,Engineering,Software Engineer,Postgraduate,11,121595,23.0,100.0,2,10,6.0,8,4.4,4,0,84,84.1,High Performer,5.0
EMP0516,54,Female,Engineering,Data Analyst,Graduate,33,142077,31.0,92.2,10,0,10.0,8,3.3,2,7,74,98.0,High Performer,5.0
EMP0517,57,Male,Operations,Operations Associate,Postgraduate,34,147488,9.0,86.4,12,15,3.0,7,3.8,5,3,61,74.0,Average Performer,5.0
EMP0518,33,Male,HR,HR Manager,Graduate,11,85586,44.0,80.1,3,26,7.0,6,2.7,3,1,88,81.2,High Performer,9.3
EMP0519,57,Male,Engineering,Software Engineer,Graduate,30,145549,41.0,98.9,10,10,7.0,5,3.1,3,6,98,98.0,High Performer,6.2
EMP0520,25,Female,Marketing,SEO Analyst,Diploma,0,73262,34.0,100.0,9,24,8.0,9,2.5,5,2,61,74.1,Average Performer,10.1
EMP0521,41,Female,Engineering,Data Analyst,Graduate,20,166231,39.0,85.6,5,11,5.0,7,3.8,2,13,71,80.9,High Performer,6.1
EMP0522,47,Male,Marketing,Marketing Manager,Graduate,23,114518,45.0,95.4,13,0,5.0,8,1.6,3,10,74,91.5,High Performer,5.0
EMP0523,53,Female,HR,HR Executive,Graduate,27,122102,56.0,87.6,10,8,5.0,3,2.4,0,6,97,83.1,High Performer,5.0
EMP0524,55,Male,Sales,Account Manager,Graduate,30,136429,51.0,92.7,8,15,5.0,7,3.9,0,6,84,95.2,High Performer,7.6
EMP0525,40,Male,Finance,Accountant,Graduate,13,64156,33.0,85.1,8,0,5.0,7,2.8,3,3,75,86.2,High Performer,5.0
EMP0526,22,Male,Marketing,SEO Analyst,Graduate,0,52744,31.0,87.7,5,4,3.0,7,4.2,0,7,80,74.3,Average Performer,5.0
EMP0527,44,Female,HR,HR Executive,MBA,20,95008,39.0,92.8,9,14,10.0,5,,1,10,94,98.0,High Performer,7.2
EMP0528,52,Male,Engineering,QA Engineer,Graduate,29,158576,21.0,89.2,10,9,10.0,7,3.5,5,4,97,98.0,High Performer,5.0
EMP0529,53,Male,Finance,Finance Manager,Postgraduate,33,145023,30.0,95.3,9,0,4.0,6,2.2,2,0,98,98.0,High Performer,5.0
EMP0530,37,Other,HR,HR Manager,Postgraduate,12,82399,30.0,84.3,10,0,,6,3.0,4,10,58,93.6,High Performer,5.0
EMP0531,49,Male,HR,HR Manager,Graduate,28,130501,22.0,88.6,8,3,5.0,4,3.2,3,6,98,79.5,High Performer,5.0
EMP0532,43,Male,Sales,Business Associate,Postgraduate,17,106571,25.0,93.7,3,20,6.0,5,3.3,2,11,98,81.9,High Performer,5.9
EMP0533,30,Female,Finance,Accountant,Graduate,6,94692,,85.7,8,14,9.0,4,5.0,0,0,70,80.5,High Performer,5.0
EMP0534,24,Male,Marketing,Marketing Manager,Diploma,0,61191,47.0,88.9,3,0,6.0,4,2.6,3,0,84,76.3,High Performer,5.0
EMP0535,42,Female,Engineering,Team Lead,Postgraduate,16,94806,14.0,83.3,9,13,8.0,5,3.9,2,2,82,89.2,High Performer,5.0
EMP0536,52,Female,Marketing,Content Strategist,Postgraduate,32,129340,34.0,85.2,8,11,8.0,7,3.1,1,8,58,94.7,High Performer,5.0
EMP0537,25,Female,Marketing,SEO Analyst,Diploma,4,79278,11.0,90.9,5,6,7.0,5,4.1,0,6,59,73.1,Average Performer,5.0
EMP0538,32,Male,Sales,Account Manager,Postgraduate,7,73853,32.0,85.4,7,11,5.0,9,3.8,2,6,59,70.5,Average Performer,5.0
EMP0539,23,Male,Marketing,Marketing Manager,Graduate,3,108009,26.0,77.6,2,20,9.0,5,4.4,4,5,66,71.1,Average Performer,7.8
EMP0540,25,Male,Engineering,QA Engineer,Postgraduate,0,78014,44.0,93.2,6,14,8.0,8,3.7,1,7,67,79.8,High Performer,10.0
EMP0541,55,Female,Sales,Business Associate,Postgraduate,34,135451,25.0,89.9,8,21,6.0,7,2.6,0,5,69,88.0,High Performer,5.0
EMP0542,38,Male,Support,Support Lead,MBA,13,106979,21.0,88.8,7,20,7.0,5,3.3,2,8,61,80.9,High Performer,5.1
EMP0543,29,Male,Finance,Financial Analyst,MBA,9,87528,22.0,94.2,5,5,6.0,8,3.7,2,0,59,70.9,Average Performer,5.4
EMP0544,35,Female,Support,Service Associate,MBA,8,60096,23.0,92.8,6,32,9.0,9,4.0,2,8,68,79.2,High Performer,10.1
EMP0545,22,Female,Engineering,Team Lead,MBA,0,72766,17.0,85.5,1,19,5.0,7,4.3,1,4,52,54.6,Needs Improvement,12.2
EMP0546,22,Female,Support,Support Lead,Graduate,0,51560,28.0,93.2,3,5,7.0,4,4.0,2,0,69,65.0,Average Performer,5.0
EMP0547,48,Female,Engineering,Software Engineer,Postgraduate,22,120938,19.0,100.0,9,22,6.0,6,3.5,4,7,68,90.3,High Performer,7.1
EMP0548,34,Male,Engineering,Team Lead,Postgraduate,10,101199,29.0,86.5,6,18,8.0,6,4.2,2,3,76,76.3,High Performer,6.2
EMP0549,37,Female,Marketing,Content Strategist,Postgraduate,10,109315,,93.9,13,17,5.0,5,3.5,1,3,85,90.2,High Performer,5.0
EMP0550,35,Female,Operations,Operations Manager,MBA,11,119923,28.0,87.5,9,7,6.0,6,1.7,3,5,89,78.7,High Performer,5.0
EMP0551,30,Female,Support,Service Associate,Graduate,4,71070,10.0,88.5,5,22,8.0,7,4.6,2,11,57,62.2,Average Performer,8.4
EMP0552,23,Female,Engineering,Software Engineer,MBA,0,74286,34.0,93.1,4,7,7.0,6,3.2,2,12,62,72.8,Average Performer,5.0
EMP0553,23,Male,Sales,Business Associate,Postgraduate,0,63298,45.0,94.4,8,22,9.0,6,2.6,4,9,86,86.7,High Performer,10.5
EMP0554,57,Male,Engineering,Team Lead,Graduate,32,148369,36.0,90.3,11,13,8.0,2,3.6,5,13,95,98.0,High Performer,5.0
EMP0555,27,Male,Finance,Financial Analyst,Graduate,3,64154,40.0,90.1,5,8,7.0,8,2.7,0,9,53,75.8,High Performer,6.5
EMP0556,46,Female,Engineering,QA Engineer,Postgraduate,26,148505,61.0,76.0,8,21,6.0,8,3.5,3,4,77,84.5,High Performer,7.8
EMP0557,46,Female,Operations,Process Analyst,Graduate,24,99606,33.0,100.0,12,9,7.0,8,2.5,5,5,81,95.0,High Performer,6.1
EMP0558,36,Female,Sales,Account Manager,Graduate,12,88386,48.0,93.5,10,19,10.0,5,3.8,2,9,74,98.0,High Performer,5.0
EMP0559,29,Female,HR,HR Executive,Graduate,8,82271,31.0,85.8,6,0,8.0,4,3.3,4,9,51,79.9,High Performer,5.0
EMP0560,42,Male,Engineering,Team Lead,MBA,15,122223,27.0,79.4,7,25,4.0,10,2.9,3,1,77,65.3,Average Performer,6.1
EMP0561,28,Female,Marketing,Marketing Manager,Postgraduate,7,96017,19.0,91.3,2,22,4.0,5,3.5,3,4,90,64.7,Average Performer,9.5
EMP0562,44,Female,Support,Service Associate,MBA,18,119266,,96.2,0,12,8.0,8,2.6,2,0,83,67.9,Average Performer,6.3
EMP0563,23,Female,Engineering,Data Analyst,Graduate,0,61232,41.0,80.2,1,12,6.0,7,3.0,6,6,70,64.5,Average Performer,7.1
EMP0564,55,Other,Engineering,Data Analyst,Graduate,33,136057,33.0,88.8,12,14,8.0,4,3.5,0,7,65,98.0,High Performer,5.0
EMP0565,41,Male,Finance,Financial Analyst,Postgraduate,14,96931,15.0,79.8,8,19,7.0,7,3.5,2,1,71,69.4,Average Performer,5.0
EMP0566,54,Other,Engineering,Software Engineer,Postgraduate,31,150998,16.0,87.7,9,21,6.0,6,3.2,0,3,82,85.7,High Performer,8.4
